19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
19:37:14: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
19:37:14: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Earth Burst.
19:37:14: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 834 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst hits Normal Practice Dummy for 834 Earth damage. 
19:37:14: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:37:14: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
19:37:14: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:14: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
19:37:14: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Earth Burst.
19:37:14: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 1250 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst critically hits Normal Practice Dummy for 1250 Earth damage. 
19:37:14: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Earth Burst.
19:37:14: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 834 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst hits Normal Practice Dummy for 834 Earth damage. 
19:37:14: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:14: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 119 , 1126330092 , Necrotic Wounds ) Kinesthetic's Necrotic Wounds critically hits Normal Practice Dummy for 119 Death damage. 
19:37:14: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:14: ( 7 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife's Empowered Darkness fades from Aoife.
19:37:14: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 511 , 652532638 , Flamespear ) Kinesthetic's Flamespear critically hits Normal Practice Dummy for 511 Fire damage. 
19:37:14: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:37:14: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:37:15: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (129 overheal)
19:37:15: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 332 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 332 Death damage. 
19:37:15: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:15: ( 5 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness heals Kinesthetic for 0. 
19:37:15: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 897 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 897 Death damage. 
19:37:15: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 186 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 186 Death damage from Aoife's Dark Touch. 
19:37:15: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:37:15: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 111 , 748009254 , Soul Sickness ) Normal Practice Dummy suffers 111 Death damage from Kinesthetic's Soul Sickness. 
19:37:16: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:16: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike dissipates from Normal Practice Dummy.
19:37:16: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Normal Practice Dummy is afflicted by Kinesthetic's Frost Strike.
19:37:16: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 531 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike hits Normal Practice Dummy for 531 Water damage. 
19:37:16: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:16: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 96 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 96 Physical damage. 
19:37:16: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:37:16: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (63 overheal)
19:37:16: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:37:16: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:37:16: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 164 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 164 Death damage. 
19:37:17: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 594 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 594 Death damage. 
19:37:17: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 102 , 1126330092 , Necrotic Wounds ) Normal Practice Dummy suffers 102 Death damage from Kinesthetic's Necrotic Wounds. 
19:37:17: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike dissipates from Normal Practice Dummy.
19:37:17: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 475 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 475 Air damage. 
19:37:17: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:17: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 280 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 280 Death damage. 
19:37:17: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 197 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 197 Death damage. 
19:37:17: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:37:18: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 450193796 , Storm Burst ) Kinesthetic gains Kinesthetic's Storm Burst.
19:37:18: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (63 overheal)
19:37:18: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:37:18: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:37:18: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Boss Practice Dummy is afflicted by Aoife's Defile.
19:37:18: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 164 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 164 Death damage. 
19:37:18: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 346 , 764255181 , Defile ) Aoife's Defile critically hits Boss Practice Dummy for 346 Death damage. 
19:37:18: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:18: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 497 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 497 Air damage. 
19:37:18: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:18: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 753 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike critically hits Normal Practice Dummy for 753 Air damage. 
19:37:18: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 102 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 102 Physical damage. 
19:37:18: ( 28 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness critically heals Kinesthetic for 0. 
19:37:18: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1885984242 , Riftwalk ) Normal Practice Dummy is immune to Kinesthetic's Riftwalk.
19:37:18: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst fades from Kinesthetic.
19:37:18: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:18: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 168 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness critically hits Normal Practice Dummy for 168 Death damage. 
19:37:18: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 347 , 909489591 , Riftwalk ) Kinesthetic's Riftwalk hits Normal Practice Dummy for 347 Air damage. 
19:37:18: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:18: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 130745899 , Fiery Burst ) Kinesthetic gains Kinesthetic's Fiery Burst.
19:37:18: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 596 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 596 Death damage. 
19:37:19: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:37:19: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:37:19: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Kinesthetic's Enhanced Storm Burst dissipates from Normal Practice Dummy.
19:37:19: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1580629321 , Enhanced Fiery Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Fiery Burst.
19:37:19: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 817 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst hits Normal Practice Dummy for 817 Air damage. 
19:37:19: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:37:19: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:37:19: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 817 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst hits Normal Practice Dummy for 817 Air damage. 
19:37:19: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:19: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:37:19: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:37:19: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 1225 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst critically hits Normal Practice Dummy for 1225 Air damage. 
19:37:19: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:37:19: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:37:19: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
19:37:19: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:37:19: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:37:19: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
19:37:19: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 186 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 186 Death damage from Aoife's Dark Touch. 
19:37:19: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
19:37:19: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Aoife's Necrosis hits Boss Practice Dummy for 131 Death damage. 
19:37:20: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1509965523 , Fiery Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Fiery Burst.
19:37:20: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 130745899 , Fiery Burst ) Kinesthetic's Fiery Burst fades from Kinesthetic.
19:37:20: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 346 , 764255181 , Defile ) Aoife's Defile critically hits Boss Practice Dummy for 346 Death damage. 
19:37:20: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 102 , 1126330092 , Necrotic Wounds ) Normal Practice Dummy suffers 102 Death damage from Kinesthetic's Necrotic Wounds. 
19:37:20: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 435 , 652532638 , Flamespear ) Kinesthetic's Flamespear hits Normal Practice Dummy for 435 Fire damage. 
19:37:20: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:21: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
