19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
04:44:32: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (90 overheal)
04:44:32: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 302 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 302 Death damage. 
04:44:33: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 528423916 , Neddra's Torture ) Boss Practice Dummy is afflicted by Aoife's Neddra's Torture.
04:44:33: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (96 overheal)
04:44:33: ( 7 , T=P#R=O#211669182724164179 , T=P#R=O#211669182724164179 , T=X#R=X#0 , T=X#R=X#0 , Thuglife , Thuglife , 0 , 953140426 , Burning Intellect ) Thuglife's Burning Intellect fades from Thuglife.
04:44:33: ( 6 , T=P#R=O#211669182724164179 , T=P#R=O#211669182724164179 , T=X#R=X#0 , T=X#R=X#0 , Thuglife , Thuglife , 0 , 953140426 , Burning Intellect ) Thuglife gains Thuglife's Burning Intellect.
04:44:33: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:33: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:33: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 247 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 247 Death damage. 
04:44:34: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:34: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically heals Aoife for 0. (896 overheal)
04:44:34: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1793 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically hits Boss Practice Dummy for 1793 Death damage. 
04:44:34: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 207 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 207 Death damage from Aoife's Dark Touch. 
04:44:34: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:34: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:35: ( 1 , T=P#R=O#211669182608802640 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Eiodan , Unknown , 0 , 1524707111 , Changing Role ) Eiodan begins casting Changing Role.
04:44:35: ( 6 , T=P#R=O#211669182608802640 , T=P#R=O#211669182608802640 , T=X#R=X#0 , T=X#R=X#0 , Eiodan , Eiodan , 0 , 1092610256 , Temporary Rune Buff ) Eiodan gains Eiodan's Temporary Rune Buff.
04:44:35: ( 7 , T=P#R=O#211669182724164179 , T=P#R=O#211669182724164179 , T=X#R=X#0 , T=X#R=X#0 , Thuglife , Thuglife , 0 , 1724504260 , Fire Armor ) Thuglife's Fire Armor fades from Thuglife.
04:44:35: ( 6 , T=P#R=O#211669182724164179 , T=P#R=O#211669182724164179 , T=X#R=X#0 , T=X#R=X#0 , Thuglife , Thuglife , 0 , 1724504260 , Fire Armor ) Thuglife gains Thuglife's Fire Armor.
04:44:35: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 247 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 247 Death damage from Aoife's Life Leech. 
04:44:35: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (96 overheal)
04:44:35: ( 7 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife's Empowered Darkness fades from Aoife.
04:44:35: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically heals Aoife for 0. 
04:44:36: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
04:44:36: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
04:44:36: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 207 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 207 Death damage from Aoife's Dark Touch. 
04:44:36: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
04:44:36: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:37: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 970 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 970 Death damage. 
04:44:37: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 247 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 247 Death damage from Aoife's Life Leech. 
04:44:37: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (96 overheal)
04:44:38: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Boss Practice Dummy is afflicted by Aoife's Defile.
04:44:38: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Aoife's Defile hits Boss Practice Dummy for 256 Death damage. 
04:44:38: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:38: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:38: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:38: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:38: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 207 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 207 Death damage from Aoife's Dark Touch. 
04:44:38: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
04:44:39: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:39: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:40: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:40: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:40: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 183 Death damage from Aoife's Life Leech. 
04:44:40: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 311 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 311 Death damage. 
04:44:40: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:41: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:41: ( 1 , T=P#R=O#211669182724164179 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Thuglife , Unknown , 0 , 1058700592 , Ground of Power ) Thuglife begins casting Ground of Power.
04:44:42: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 674 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 674 Death damage. 
04:44:42: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:42: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (107 overheal)
04:44:42: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 275 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 275 Death damage. 
04:44:42: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 207 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 207 Death damage from Aoife's Dark Touch. 
04:44:42: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:42: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:42: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:42: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:42: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:42: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:43: ( 7 , T=P#R=O#211669182724164179 , T=P#R=O#211669182724164179 , T=X#R=X#0 , T=X#R=X#0 , Thuglife , Thuglife , 0 , 1058700592 , Ground of Power ) Thuglife's Ground of Power fades from Thuglife.
04:44:43: ( 6 , T=P#R=O#211669182724164179 , T=P#R=O#211669182724164179 , T=X#R=X#0 , T=X#R=X#0 , Thuglife , Thuglife , 0 , 1058700592 , Ground of Power ) Thuglife gains Thuglife's Ground of Power.
04:44:43: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 679 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 679 Death damage. 
04:44:44: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:44: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:44: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:44: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:44: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:44: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:44: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
04:44:44: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
04:44:44: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 230 Death damage. 
04:44:44: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:45: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1019 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1019 Death damage. 
04:44:45: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:46: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 384 , 764255181 , Defile ) Aoife's Defile critically hits Boss Practice Dummy for 384 Death damage. 
04:44:46: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 183 Death damage from Aoife's Life Leech. 
04:44:46: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:46: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:46: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:46: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 230 Death damage. 
04:44:46: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:46: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:46: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:47: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:47: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:48: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:48: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:48: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:48: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 183 Death damage from Aoife's Life Leech. 
04:44:48: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:48: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:49: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 642 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 642 Death damage. 
04:44:50: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (68 overheal)
04:44:50: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:50: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:50: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:50: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 176 Death damage. 
04:44:50: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:50: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:50: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:51: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 645 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 645 Death damage. 
04:44:51: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:51: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (68 overheal)
04:44:51: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:51: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
